sector,camera,ccd,cut,objid,eventid,xccd,yccd,snr_psf,psf_like,psf_stacked,frame_duration,variable,gaia_id,gaia_color,dx,dy
27,1,1,2,283,1,536,180,9.59535,0.9554437,0,6,0,6658581914609384960,2.495454,0.03724505,-0.07591576
27,1,1,2,299,3,333,180,6.684297,0.9637057,0,2,0,6657314864898608000,3.430753,-0.007109269,-0.0965756
27,1,1,2,320,1,377,222,4.111515,0.9640423,0,5,0,6657341631135025152,1.363584,-0.08643487,0.1546725
27,1,1,3,1,133,572,240,41.66029,0.995217,1,12,1,6658613796149405312,0.82507,0.0407446,0.007047419
27,1,1,3,1,136,572,240,47.82494,0.9978039,1,13,1,6658613796149405312,0.82507,0.06376564,0.01469483
27,1,1,3,1,164,572,240,34.76186,0.9926894,1,12,1,6658613796149405312,0.82507,0.09309871,0.007047421
27,1,1,3,234,1,788,50,13.86395,0.9823738,0,12,0,6646364652500896256,1.859269,-0.02198927,0.02479538
27,1,1,3,257,1,754,156,6.060022,0.9686489,1,3,0,6646431997589741824,2.423055,0.110443,0.0873263
27,1,1,3,786,2,643,150,5.999469,0.9541392,0,4,0,6646536799087248000,2.983442,0.08077388,0.003176729
27,1,1,4,13,9,875,176,186.0089,0.9986875,1,32,1,6646775457532365312,0.668151,0.06880746,0.05777942
27,1,1,4,13,14,875,176,176.3283,0.9987149,1,31,1,6646775457532365312,0.668151,0.06880746,0.06411973
27,1,1,4,13,35,875,176,152.4261,0.9990985,0,32,1,6646775457532365312,0.668151,0.06714442,0.0675999
27,1,1,5,3,78,1320,115,16.72469,0.978743,1,14,1,6669847132790663552,0.489726,-0.02778444,-0.03406986
27,1,1,5,3,81,1320,115,14.21527,0.9848386,1,17,1,6669847132790663552,0.489726,-0.05843109,-0.03406986
27,1,1,5,3,82,1320,115,14.91954,0.9840754,1,17,1,6669847132790663552,0.489726,-0.05843869,-0.03412685
27,1,1,5,3,96,1320,115,13.94519,0.990531,1,18,1,6669847132790663552,0.489726,0.05267644,-0.03406986
27,1,1,5,18,26,1279,92,56.20216,0.998684,0,34,1,6669838680294876288,0.539023,0.01996565,0.06083801
27,1,1,5,18,28,1279,92,56.44485,0.998181,0,35,1,6669838680294876288,0.539023,0.02002727,0.06834909
27,1,1,5,18,30,1279,92,46.66762,0.9982775,0,35,1,6669838680294876288,0.539023,0.01999071,0.06403129
27,1,1,5,21,21,1100,245,58.65571,0.9914367,1,12,1,6646146919135821568,0.772575,-0.06702471,0.07599165
27,1,1,5,21,22,1100,245,41.83812,0.9902045,1,11,1,6646146919135821568,0.772575,-0.08163927,0.07200711
27,1,1,5,21,24,1100,245,47.01695,0.9960062,1,11,1,6646146919135821568,0.772575,-0.05878847,0.07604806
27,1,1,5,33,121,1312,101,33.74445,0.9937917,1,12,1,6669843353219348224,0.77522,-0.01961153,0.0224955
27,1,1,5,33,122,1312,101,33.58382,0.994545,1,12,1,6669843353219348224,0.77522,-0.0150816,0.04469474
27,1,1,5,33,131,1312,101,25.19511,0.9956456,1,12,1,6669843353219348224,0.77522,-0.01507816,0.06360437
27,1,1,5,37,14,1247,183,14.55286,0.984481,0,34,1,6669922518056820608,0.566866,0.04540775,0.09213164
27,1,1,5,417,1,1318,200,4.669424,0.9479497,1,2,0,6669941553349818496,3.814165,-0.1038601,-0.1419774
27,1,1,6,2,89,1416,108,62.2661,0.9971643,1,24,1,6666950671268333440,0.509203,0.06190552,0.06600428
27,1,1,6,12,26,1566,49,18.2859,0.9929757,1,19,1,6666714040047435648,0.416425,-0.03203975,0.03158677
27,1,1,6,12,38,1566,49,27.13498,0.9926764,1,21,1,6666714040047435648,0.416425,0.07908961,0.01002363
27,1,1,7,15,58,1594,261,20.40607,0.994344,1,13,1,6667388384272563200,0.780711,0.01882414,0.02839076
27,1,1,7,15,63,1594,261,19.66728,0.9963772,1,13,1,6667388384272563200,0.780711,0.01452339,0.01194625
27,1,1,7,15,64,1594,261,21.17799,0.9938501,1,11,1,6667388384272563200,0.780711,0.01907388,0.0354058
27,1,1,7,15,65,1594,261,19.74392,0.9967492,1,13,1,6667388384272563200,0.780711,0.01023036,0.03532027
27,1,1,7,133,81,1694,235,12.97094,0.7893689,1,27,1,6667341414510073728,0.714666,-0.04809272,0.09290213
27,1,1,7,228,2,1621,12,10.33519,0.9814618,0,9,0,6667034101010027776,2.388569,0.0889302,-0.02707427
27,1,1,7,518,1,1639,42,13.51026,0.9901012,0,8,0,6667037674422845952,3.170299,0.06530442,0.06822493
27,1,1,7,797,1,1653,127,5.206318,0.9652382,1,7,0,6667114017464726144,1.796535,-0.01121599,0.1022061
27,1,1,8,2,72,2013,210,67.30629,0.9965992,1,29,1,6667984074759627264,0.562954,-0.01258585,0.03525517
27,1,1,8,2,75,2013,210,88.03815,0.9957579,1,21,1,6667984074759627264,0.562954,-0.01258585,0.02388703
27,1,1,8,2,108,2013,210,94.81904,0.9988297,1,21,1,6667984074759627264,0.562954,-0.01258494,0.03522917
27,1,1,8,2,137,2013,210,47.79668,0.9973695,1,19,1,6667984074759627264,0.562954,0.01101713,0.0789225
27,1,1,8,3,140,1985,114,42.6678,0.9974843,1,15,1,6667882614748618112,0.767855,0.04257471,0.01008623
27,1,1,8,3,144,1985,114,38.6795,0.9969889,1,15,1,6667882614748618112,0.767855,0.04257695,0.01987998
27,1,1,8,3,149,1985,114,50.69537,0.9976894,1,15,1,6667882614748618112,0.767855,0.04257068,0.02241936
27,1,1,8,3,154,1985,114,44.27898,0.9971317,1,15,1,6667882614748618112,0.767855,0.02835693,0.06241102
27,1,1,8,112,9,2069,7,13.39768,0.985834,0,6,0,6667637458015495808,3.396431,-0.04109705,-0.0510398
27,1,1,8,598,1,1933,91,12.55356,0.9811604,0,4,0,6666381265981032832,1.778522,0.001761075,0.08362428
27,1,1,8,699,1,1898,248,10.04019,0.9848788,0,4,0,6667226446825416704,1.350936,-0.07857275,-0.02520132
27,1,1,9,587,1,168,430,9.431435,0.9820257,1,9,0,6658347375037901696,2.430896,-0.02222455,-0.01392916
27,1,1,9,682,2,288,403,14.85521,0.9456096,0,13,0,6658230655005660160,1.574757,0.03715024,0.07197028
27,1,1,10,19,10,359,454,18.40895,0.9956747,0,19,1,6658258550816270208,0.613711,0.007157751,0.02494489
27,1,1,10,420,1,400,350,6.493641,0.9690631,0,5,0,6657425915573671552,2.415084,0.01098508,0.03758169
27,1,1,10,559,2,368,388,19.2875,0.9957939,0,7,1,6658189182802104448,2.059023,0.05348097,0.071386
27,1,1,11,59,5,680,354,13.83434,0.9842028,1,18,1,6658743985198089728,0.494469,0.1263758,0.00303232
27,1,1,11,61,101,783,315,3.980451,0.8831025,0,3,0,6646729419780721792,3.072995,0.0905165,-0.03406148
27,1,1,11,244,1,599,322,4.785506,0.9302898,0,9,0,6658688356783932032,2.776801,0.04454973,0.1385895
27,1,1,11,717,1,585,429,8.601551,0.9833987,1,3,0,6658916166145235968,2.730439,0.03951162,0.02935134
27,1,1,12,284,1,978,412,6.121168,0.9521761,1,4,0,6647097343858937600,1.807562,0.05614548,0.005923363
27,1,1,12,603,1,829,345,7.140234,0.975596,0,5,0,6647107166447114496,3.523432,0.07927873,0.08511242
27,1,1,13,731,1,1310,337,5.954749,0.9814493,1,15,0,6670173241067800832,1.179854,0.07492927,0.02101299
27,1,1,13,767,2,1258,288,3.539746,0.9364435,1,3,0,6670143962274627072,2.581509,0.241215,0.006517766
27,1,1,14,2,121,1504,273,84.97013,0.9939613,1,11,1,6670015564228152448,0.732301,-0.08653223,0.04890416
27,1,1,14,2,146,1504,273,39.42779,0.9974677,1,13,1,6670015564228152448,0.732301,0.1077827,0.05039099
27,1,1,14,2,147,1504,273,48.164,0.9970868,1,13,1,6670015564228152448,0.732301,0.06742949,0.04993941
27,1,1,14,2,148,1504,273,44.3208,0.9961611,0,13,1,6670015564228152448,0.732301,0.06739515,0.05439789
27,1,1,14,2,165,1504,273,75.13162,0.9969265,1,13,1,6670015564228152448,0.732301,-0.06489927,0.06014684
27,1,1,14,2,171,1504,273,76.42507,0.997286,1,14,1,6670015564228152448,0.732301,-0.07214248,0.05993028
27,1,1,14,2,173,1504,273,85.14961,0.9968279,1,13,1,6670015564228152448,0.732301,-0.06034291,0.06012123
27,1,1,14,2,174,1504,273,80.51013,0.9965526,1,14,1,6670015564228152448,0.732301,-0.0547072,0.06011061
27,1,1,14,2,188,1504,273,76.0473,0.9976019,1,14,1,6670015564228152448,0.732301,-0.04369347,0.06014736
27,1,1,14,16,8,1436,276,46.85186,0.9909081,1,11,1,6670051848111769344,0.751849,0.02664427,0.03772733
27,1,1,14,16,18,1436,276,53.4819,0.9944079,1,8,1,6670051848111769344,0.751849,0.02664409,0.04141304
27,1,1,14,16,57,1436,276,37.10094,0.9953277,1,13,1,6670051848111769344,0.751849,0.02661773,0.09719921
27,1,1,14,16,58,1436,276,42.21885,0.9949431,1,12,1,6670051848111769344,0.751849,0.02660623,0.1026038
27,1,1,14,16,62,1436,276,40.29115,0.9963077,1,12,1,6670051848111769344,0.751849,0.02666088,0.07865582
27,1,1,14,16,68,1436,276,49.0204,0.9964354,1,12,1,6670051848111769344,0.751849,0.02665232,0.04698844
27,1,1,14,16,76,1436,276,49.75541,0.9969294,1,12,1,6670051848111769344,0.751849,0.02667428,0.04537251
27,1,1,14,16,107,1436,276,18.93003,0.9922824,1,12,1,6670051848111769344,0.751849,0.02664221,0.01397695
27,1,1,14,684,1,1522,360,11.71376,0.9943802,0,3,0,6670093045438248960,2.636021,0.04070778,0.006090806
27,1,1,14,875,1,1406,302,6.20325,0.9692316,1,7,0,6670063285607681664,2.832283,0.00923895,0.07720453
27,1,1,15,15,4,1757,389,36.24873,0.9921669,1,38,1,6667536401728577408,0.75657,0.05216918,-0.03362135
27,1,1,15,15,6,1757,389,44.31024,0.9939883,1,38,1,6667536401728577408,0.75657,0.03830662,-0.03362135
27,1,1,15,15,23,1757,389,47.18603,0.9961499,1,39,1,6667536401728577408,0.75657,0.05033243,-0.02478916
27,1,1,15,15,24,1757,389,48.89442,0.9962834,1,39,1,6667536401728577408,0.75657,0.04124574,-0.02704605
27,1,1,15,15,26,1757,389,57.45022,0.997778,1,39,1,6667536401728577408,0.75657,0.03343024,-0.01180184
27,1,1,15,17,18,1594,261,28.79725,0.9910591,1,13,1,6667388384272563200,0.780711,-0.01108894,0.04779761
27,1,1,15,17,60,1594,261,22.85366,0.9940032,1,13,1,6667388384272563200,0.780711,0.03856793,0.0528882
27,1,1,15,17,61,1594,261,25.04671,0.9942231,1,13,1,6667388384272563200,0.780711,0.01707236,0.05159437
27,1,1,15,17,62,1594,261,25.1159,0.9932225,1,13,1,6667388384272563200,0.780711,0.008150608,0.03981096
27,1,1,15,17,63,1594,261,24.2162,0.9945524,1,13,1,6667388384272563200,0.780711,0.02763529,0.03549056
27,1,1,15,17,64,1594,261,23.25417,0.9850435,1,13,1,6667388384272563200,0.780711,0.03858671,0.07024495
27,1,1,15,17,65,1594,261,22.84394,0.9955037,1,13,1,6667388384272563200,0.780711,0.02693611,0.05177302
27,1,1,15,17,85,1594,261,26.59021,0.9939258,1,12,1,6667388384272563200,0.780711,-0.009081662,0.05115557
27,1,1,15,17,89,1594,261,20.9183,0.9923957,1,13,1,6667388384272563200,0.780711,-0.06427358,0.02335177
27,1,1,16,18,16,2066,427,173.5675,0.9983223,1,17,1,6668936118688348672,0.5042835,0.04298069,0.06261045
27,1,1,16,55,6,1894,398,32.32905,0.9949766,1,11,1,6669005147401590272,0.762731,0.02631609,-0.04964511
27,1,1,16,55,13,1894,398,33.48206,0.9947967,1,12,1,6669005147401590272,0.762731,0.006881111,-0.0410675
27,1,1,16,55,68,1894,398,35.24763,0.9928646,1,12,1,6669005147401590272,0.762731,-0.004127771,-0.04961997
27,1,1,16,55,83,1894,398,40.30966,0.989012,1,11,1,6669005147401590272,0.762731,-0.005649191,0.05835159
27,1,1,16,58,47,1996,324,16.37183,0.9957353,1,12,1,6668764285635655680,0.563948,0.01715281,0.04527471
27,1,1,16,300,1,1965,426,5.35765,0.9535268,1,6,0,6669026690957492736,2.786001,-0.01801917,-0.02756689
27,1,1,16,300,2,1965,427,6.191258,0.9287398,1,3,0,6669026690957492736,2.786001,0.1066572,0.06951696
27,1,1,16,573,1,1833,451,6.938541,0.835884,0,2,0,6667572032780303104,1.66993,0.1227728,0.001440139
27,1,1,16,661,1,1848,419,8.26239,0.967834,1,9,0,6667554887267527680,1.160907,0.008843481,0.005275236
27,1,1,16,709,1,2044,281,9.79504,0.9850104,0,6,0,6668749579667816960,2.290683,0.08726114,0.02397802
27,1,1,17,98,8,95,512,4.07526,0.9884597,0,14,1,6661403055288885504,1.977717,0.0536921,-0.06878477
27,1,1,17,557,1,87,674,4.561764,0.8929515,0,3,0,6661708371627778944,2.848101,-0.05963338,0.1069948
27,1,1,18,25,53,380,582,22.46217,0.9951107,1,14,1,6658483577040914432,0.888439,0.09214257,0.001908912
27,1,1,18,25,57,380,582,24.41745,0.9967216,1,14,1,6658483577040914432,0.888439,0.1011872,0.001909054
27,1,1,18,25,58,380,582,27.40774,0.9960584,1,16,1,6658483577040914432,0.888439,0.09857473,0.001908884
27,1,1,18,215,15,544,598,13.02937,0.9722743,0,2,0,6659812852237774720,2.892152,0.02446537,0.09665418
27,1,1,18,872,1,557,687,9.157717,0.9745589,1,5,0,6659838656401656960,2.966676,0.03881068,0.09120245
27,1,1,18,889,1,504,674,24.10308,0.9954693,0,5,0,6660022034325319936,2.901812,0.03202703,0.04245943
27,1,1,19,10,42,676,692,104.5916,0.999499,1,9,1,6659899163900211456,1.448287,-0.01155325,-0.02913117
27,1,1,19,10,49,676,692,64.17137,0.9991556,1,8,1,6659899163900211456,1.448287,-0.0155464,-0.01934849
27,1,1,19,10,105,676,692,92.93789,0.999306,1,9,1,6659899163900211456,1.448287,0.00840548,-0.01149573
27,1,1,19,10,106,676,692,79.83402,0.9993333,1,8,1,6659899163900211456,1.448287,-0.005565881,-0.02260389
27,1,1,19,10,107,676,692,104.3787,0.9991288,1,9,1,6659899163900211456,1.448287,-0.00635825,-0.02147946
27,1,1,19,10,108,676,692,86.20732,0.9986661,1,8,1,6659899163900211456,1.448287,0.003750043,-0.01732536
27,1,1,19,10,156,676,692,31.39421,0.9954984,0,8,1,6659899163900211456,1.448287,0.007985102,-0.02957235
27,1,1,19,24,49,583,703,151.9026,0.9911169,1,16,1,6659934447053601024,0.819228,0.04264115,-0.0843859
27,1,1,19,24,50,583,703,126.537,0.9907523,1,15,1,6659934447053601024,0.819228,0.04264115,-0.0843859
27,1,1,19,24,54,583,703,146.6759,0.991305,1,14,1,6659934447053601024,0.819228,0.04264115,-0.0843859
27,1,1,19,24,55,583,703,184.7701,0.9925809,1,16,1,6659934447053601024,0.819228,0.04264115,-0.0843859
27,1,1,19,24,85,583,704,87.81512,0.9971682,1,16,1,6659934447053601024,0.819228,0.02287848,0.01899938
27,1,1,19,140,2,684,599,8.802188,0.984046,1,6,1,6659119335278000768,3.021598,0.01450599,0.04398463
27,1,1,19,140,4,684,599,6.835459,0.960777,1,4,1,6659119335278000768,3.021598,0.0641356,0.02987091
27,1,1,19,141,41,748,611,15.43191,0.8910449,1,5,0,6659115383907981568,1.027547,0.07194637,0.01939813
27,1,1,19,154,3,609,703,31.22437,0.9981061,0,15,0,6659936753451488896,2.492281,0.06933689,0.03197256
27,1,1,19,301,1,798,557,8.568638,0.9486502,1,4,0,6659419772533633280,2.576896,0.1272967,-0.002628535
27,1,1,19,400,3,757,555,3.712679,0.9405199,0,2,1,6659046423913009408,2.856476,0.1766827,0.003386825
27,1,1,19,434,1,763,746,9.736697,0.9637588,1,3,0,6660282171903757312,2.880283,0.1288939,0.04023022
27,1,1,19,837,1,763,720,6.341888,0.9614759,0,3,0,6660267186760730752,1.80048,0.1019387,0.1278676
27,1,1,20,15,32,811,761,24.73546,0.9966668,1,16,1,6660277842576641280,0.584034,0.04696642,0.03352536
27,1,1,20,667,1,842,635,7.317653,0.9773743,0,9,0,6659446813648364672,2.224514,0.108675,-0.0171305
27,1,1,20,821,1,870,637,4.699993,0.9667613,1,4,0,6659457916139803136,1.67474,0.05364521,0.07140829
27,1,1,20,832,1,1014,657,5.286671,0.9674908,0,8,0,6659361915030728704,2.748491,-0.01947578,0.1192499
27,1,1,22,11,16,1383,595,62.57934,0.997919,1,15,1,6671183486094707456,0.749548,0.03192685,0.003458461
27,1,1,22,11,22,1383,595,79.45264,0.9985908,1,16,1,6671183486094707456,0.749548,0.03046174,0.007009721
27,1,1,22,11,28,1383,595,41.55327,0.9981529,1,16,1,6671183486094707456,0.749548,0.0153992,0.01059808
27,1,1,22,11,49,1383,595,53.10569,0.9962709,1,16,1,6671183486094707456,0.749548,0.03192681,0.008233506
27,1,1,22,11,50,1383,595,42.46055,0.9957924,1,13,1,6671183486094707456,0.749548,0.04098097,-0.01958385
27,1,1,22,11,51,1383,595,53.95001,0.997899,0,16,1,6671183486094707456,0.749548,0.03192688,0.001682332
27,1,1,22,11,53,1383,595,51.90275,0.9977972,0,16,1,6671183486094707456,0.749548,0.03192685,0.03032114
27,1,1,22,11,54,1383,595,44.51523,0.996005,1,14,1,6671183486094707456,0.749548,0.03192685,-0.004513268
27,1,1,22,11,55,1383,595,61.50769,0.997337,1,16,1,6671183486094707456,0.749548,0.03192652,0.002764333
27,1,1,22,11,59,1383,595,56.66014,0.9980155,1,15,1,6671183486094707456,0.749548,0.03192685,0.01595095
27,1,1,22,429,1,1476,769,7.93677,0.9792726,1,12,0,6671809417448583680,3.224122,0.08777359,0.06639626
27,1,1,22,905,1,1566,766,6.133878,0.9747776,1,3,0,6671646444913083392,2.791347,-0.009272287,0.06865194
27,1,1,23,313,1,1617,590,62.88083,0.9980422,0,12,0,6670785084928211584,2.863041,0.01677675,0.04198553
27,1,1,23,740,1,1661,703,11.17659,0.9885197,0,4,0,6671661631918491904,2.461784,0.01646241,0.1391584
27,1,1,23,778,1,1637,617,18.93387,0.9956983,0,21,0,6670795014892599808,1.547402,-0.08751136,0.01832963
27,1,1,24,11,183,2087,758,51.59421,0.9912042,1,11,1,6672331852973527808,0.990765,-0.02198692,0.04472439
27,1,1,24,12,33,1856,577,52.20623,0.9980636,1,11,1,6672106869703610240,0.9119645,-0.00797058,0.009682014
27,1,1,24,29,25,1947,643,20.60273,0.9966352,1,10,1,6672144184379658240,0.964033,0.02921957,-0.03355951
27,1,1,24,29,59,1947,643,17.10878,0.9913137,1,10,1,6672144184379658240,0.964033,-0.0414766,0.01704608
27,1,1,24,322,1,1957,553,15.89277,0.9951814,0,5,0,6669116747832994048,1.459981,0.01247248,0.02794499
27,1,1,24,486,1,2002,666,4.926464,0.9392706,0,2,0,6672245751765932160,2.94001,0.0957438,0.05829927
27,1,1,24,521,1,1868,555,7.342576,0.9586741,0,3,0,6672102987053131136,2.226937,-0.03825891,0.01187817
27,1,1,25,519,2,286,911,7.748329,0.9718841,1,10,0,6661928205234354048,1.167103,-0.07732843,-0.006673812
27,1,1,25,519,5,286,911,8.064344,0.9517381,1,7,0,6661928205234354048,1.167103,0.144883,-0.006719904
27,1,1,25,664,1,150,947,7.217974,0.9862989,1,9,0,6662726283172966272,1.323366,0.02799509,0.09005793
27,1,1,26,322,2,533,893,7.328032,0.9729787,1,2,0,6663235906813341056,2.340528,-0.02961779,0.1450882
27,1,1,27,124,14,755,823,29.41053,0.9955246,0,12,1,6660353051748002944,0.997691,-0.02405392,0.06487763
27,1,1,27,124,112,755,823,17.2761,0.9961899,1,12,1,6660353051748002944,0.997691,0.1333494,-0.04623164
27,1,1,27,1775,1,622,852,6.852467,0.9623658,1,8,0,6660230460499239552,2.661428,0.03923606,0.05109092
27,1,1,28,292,1,861,821,17.55704,0.9960004,0,13,0,6660323850266706816,2.78361,0.01725683,0.034704
27,1,1,28,895,1,945,770,5.532463,0.9573682,0,4,0,6659634593914253952,1.640799,0.14414,0.04500295
27,1,1,29,32,205,1087,905,24.25401,0.9872549,1,14,1,6683712318014185728,1.386516,-0.02016233,0.02613749
27,1,1,30,17,12,1334,865,41.54823,0.9953705,1,20,1,6683517223419958656,0.828637,0.02189074,0.01558141
27,1,1,30,17,54,1334,865,61.34675,0.9976605,1,20,1,6683517223419958656,0.828637,0.02189427,0.01557904
27,1,1,30,595,1,1476,769,7.326541,0.9859888,1,11,0,6671809417448583680,3.224122,0.07071332,0.07361371
27,1,1,31,396,1,1614,887,7.181228,0.9673369,0,4,0,6671961424931067392,1.918952,-0.02568809,-0.07996626
27,1,1,32,770,1,1922,1001,23.54941,0.9909928,0,12,0,6673424359511428736,2.738072,0.1273432,0.01989747
27,1,1,34,4,160,504,1131,46.52708,0.9969967,1,11,1,6663593660410335744,0.790778,0.06874513,-0.02270035
27,1,1,34,4,166,504,1131,54.077,0.9972838,1,12,1,6663593660410335744,0.790778,0.06874513,0.007531967
27,1,1,34,4,172,504,1131,50.58053,0.9956414,1,12,1,6663593660410335744,0.790778,0.06874513,-0.007436024
27,1,1,34,1504,1,320,1101,21.02785,0.9986267,1,35,0,6664278724872223616,1.317524,0.03445079,0.005274632
27,1,1,35,32,183,658,1219,17.17759,0.9966042,1,11,1,6663996803219504512,1.267217,0.06407306,0.004409058
27,1,1,35,676,1,605,1221,18.50494,0.9879034,0,5,0,6664386442652027136,1.192667,0.01249941,0.07494342
27,1,1,36,12,23,872,1164,24.05426,0.9876443,1,10,1,6663804079445883520,0.889167,0.09666331,-0.0123441
27,1,1,36,31,76,910,1100,144.0333,0.9987413,1,34,1,6660781556341189888,0.7157815,0.05543828,0.02626328
27,1,1,37,12,13,1106,1117,41.50646,0.9970718,1,20,1,6684573098180775040,0.524044,0.01628909,0.06452297
27,1,1,37,12,39,1106,1117,39.53181,0.9942199,1,18,1,6684573098180775040,0.524044,0.07172934,0.06454836
27,1,1,37,12,51,1106,1117,43.82968,0.9962736,1,18,1,6684573098180775040,0.524044,0.03130004,0.06452297
27,1,1,37,12,65,1105,1117,18.78708,0.9920421,1,18,1,6684573098180775040,0.524044,-0.03938213,0.06449155
27,1,1,37,253,4,1147,1246,46.46565,0.998819,0,11,0,6684865327755807488,2.116554,0.04334588,0.002882701
27,1,1,37,1108,1,1303,1192,7.142651,0.9724914,0,3,0,6684716550088290432,2.467216,-0.01769352,-0.06721676
27,1,1,38,6,199,1567,1081,33.72473,0.9933793,1,9,1,6684120786583655680,0.899581,0.07050601,0.05045432
27,1,1,38,6,200,1567,1081,23.01594,0.9917817,1,9,1,6684120786583655680,0.899581,0.08648506,0.05038242
27,1,1,38,6,218,1567,1081,21.82412,0.9926259,1,9,1,6684120786583655680,0.899581,0.09042889,0.05039178
27,1,1,38,6,219,1567,1081,23.15957,0.9932302,1,10,1,6684120786583655680,0.899581,0.08744698,0.05038371
27,1,1,38,51,265,1452,1065,20.47906,0.9928253,1,10,1,6684197129627921664,1.112777,0.08423055,-0.1134864
27,1,1,40,11,53,1961,1060,15.78897,0.9808315,1,12,1,6673447964651695616,0.880159,0.1879897,0.08705303
27,1,1,40,11,58,1961,1060,18.25225,0.9857031,1,12,1,6673447964651695616,0.880159,0.1366213,0.03756474
27,1,1,40,11,73,1961,1060,23.98004,0.9915717,1,11,1,6673447964651695616,0.880159,0.04347835,0.0835259
27,1,1,40,11,82,1961,1060,28.59054,0.9905888,1,11,1,6673447964651695616,0.880159,0.01438972,0.07215431
27,1,1,40,1119,1,1841,1247,4.820803,0.9446293,0,3,0,6685661408531202816,2.107285,-2.708343e-05,-0.02433505
27,1,1,40,1292,1,1929,1095,5.191495,0.9622234,0,4,0,6673638077083911552,3.28711,-0.1042381,0.1268048
27,1,1,41,984,2,229,1375,5.981514,0.9547355,1,7,0,6711202135934918400,2.142406,0.1641462,0.05873954
27,1,1,41,1579,1,63,1324,9.721241,0.984808,0,2,0,6711366646063425280,2.723839,0.04812513,-0.01325685
27,1,1,42,301,1,524,1483,14.242,0.9923043,0,2,0,6664754985205604224,2.946966,0.06705543,0.04517953
27,1,1,43,2,73,590,1503,59.7176,0.9990521,1,21,1,6665134247997953024,0.547433,0.04283385,0.01500304
27,1,1,43,2,107,590,1503,82.28485,0.9991419,1,23,1,6665134247997953024,0.547433,0.04283385,-0.006526524
27,1,1,43,5,96,583,1461,18.77736,0.991897,1,26,1,6664741962864789248,0.5144325,-0.00627152,0.06063866
27,1,1,43,304,2,600,1361,15.40916,0.9967008,1,9,1,6664481000652509696,3.745712,0.07588424,0.03964765
27,1,1,43,304,4,600,1361,9.142762,0.959284,1,2,1,6664481000652509696,3.745712,0.1057461,0.1005696
27,1,1,43,1344,1,694,1525,7.153889,0.9859692,0,5,0,6665104213289303424,2.993675,-0.030608,0.0245102
27,1,1,43,1397,1,685,1453,5.19929,0.9667538,0,2,0,6665057969378190592,1.701336,0.1471528,0.005170731
27,1,1,43,1427,1,771,1366,6.33537,0.9521081,0,7,0,6664810373105408256,2.090869,0.03143601,0.08720505
27,1,1,44,1110,1,819,1444,10.70395,0.9838367,1,15,0,6664926783898748800,1.286786,0.1162414,0.08475444
27,1,1,44,1314,1,999,1351,8.961,0.9895699,0,4,0,6687938806352893568,2.954261,0.1020722,0.03357254
27,1,1,45,11,10,1187,1523,31.06583,0.9936418,1,12,1,6688279758036144128,0.825738,-0.004755246,-0.07019072
27,1,1,45,11,24,1187,1523,44.72372,0.9956057,1,13,1,6688279758036144128,0.825738,-0.0253156,-0.06301566
27,1,1,45,11,91,1186,1523,26.55708,0.9952072,0,12,1,6688279758036144128,0.825738,-0.06031022,0.02651845
27,1,1,45,33,9,1228,1493,12.3074,0.9771378,1,10,1,6688097788862003584,1.022271,0.02341223,-0.04705698
27,1,1,45,33,11,1228,1493,11.44568,0.9764735,1,10,1,6688097788862003584,1.022271,0.02476164,0.008280616
27,1,1,45,33,22,1228,1493,17.31951,0.9917644,1,10,1,6688097788862003584,1.022271,-0.01161027,0.05019118
27,1,1,45,33,23,1228,1493,11.5429,0.9852749,1,10,1,6688097788862003584,1.022271,-0.02257311,0.05019783
27,1,1,45,33,27,1228,1493,15.01672,0.9935818,1,10,1,6688097788862003584,1.022271,0.01187709,0.05019783
27,1,1,45,33,28,1228,1493,17.99699,0.9919246,1,10,1,6688097788862003584,1.022271,-0.01238845,0.05018836
27,1,1,45,33,29,1228,1493,17.19612,0.9943704,1,10,1,6688097788862003584,1.022271,-0.01008886,0.05018585
27,1,1,45,33,30,1228,1493,18.10568,0.9928387,1,10,1,6688097788862003584,1.022271,-0.01391594,0.05018641
27,1,1,45,33,31,1228,1493,15.11265,0.9934046,1,10,1,6688097788862003584,1.022271,0.0152261,0.05019783
27,1,1,45,33,35,1227,1493,12.80271,0.9920624,1,10,1,6688097788862003584,1.022271,-0.03079392,0.05348955
27,1,1,45,33,69,1228,1493,12.03319,0.9886147,1,11,1,6688097788862003584,1.022271,0.02476171,0.03626821
27,1,1,45,33,70,1228,1493,12.26238,0.9842103,1,10,1,6688097788862003584,1.022271,0.02476164,0.03585416
27,1,1,45,33,71,1228,1493,13.2822,0.9891587,1,10,1,6688097788862003584,1.022271,0.02476164,0.05016297
27,1,1,45,33,75,1228,1493,15.58534,0.9922548,1,10,1,6688097788862003584,1.022271,0.009710288,0.05018705
27,1,1,45,33,76,1228,1493,16.21791,0.9924768,1,10,1,6688097788862003584,1.022271,0.01194717,0.05018624
27,1,1,45,33,77,1228,1493,18.8505,0.9944311,1,10,1,6688097788862003584,1.022271,-0.001383061,0.05010665
27,1,1,45,33,78,1228,1493,17.00034,0.9905303,1,10,1,6688097788862003584,1.022271,0.02476164,0.0550177
27,1,1,45,33,79,1228,1493,15.13961,0.9927505,1,11,1,6688097788862003584,1.022271,-0.005200291,0.05018192
