objid,eventid,classification,sector,camera,ccd,cut,xcentroid,ycentroid,xcentroid_err,ycentroid_err,xint,yint,xccd,yccd,xcentroid_det,ycentroid_det,xcentroid_psf,ycentroid_psf,ra,dec,ra_err,dec_err,gal_l,gal_b,frame_start,frame_end,frame_max,frame_duration,mjd_start,mjd_end,mjd_max,mjd_duration,flux_max,mag_min,flux_sign,image_sig_max,lc_sig_max,lc_sig_med,lc_flat,snr_psf,psf_like,psf_diff,psf_stacked,com_motion,gaussian_score,ellipticity,fwhm,neg_extent,bad_frame_flag,known_asteroid_designation,known_asteroid_dist_px,known_asteroid_frame,source_mask,gaia_id,nearest_gaia_id,nearest_gaia_dx,nearest_gaia_dy,crossbin_ids,asteroid_id,n_detections,total_events,frame_bin,TSS Catalogue
322,1,-,55,2,2,38,201.88888888829712,51.37618896806111,0.1307657528724719,0.1406834708496028,202,51,1521,1070,201.98813709137693,51.761386783267234,201.88888888829712,51.37618896806111,301.5388089551055,28.357941563682765,0.0007351228032185,0.0007947205483576,66.40617829375216,-1.962760262345581,211,214,212,4,59798.07676421764,59798.097597520384,59798.08370865197,0.0208333027403568,30.947132,-3.726551,1,4.774568216970126,10.14783,7.541542,1,12.229569369650283,0.9261050836026368,0.3775703240696183,1,0.0827303334084519,0.861518973271185,0.3884406956564309,4.455998939151665,0.6477856292074353,0,,,,0.0,-,2029034291136335104,-0.1095870207709595,-0.1885377318276369,[12711],-1,4,3,1,TSS 200609.31+282128.59
908,2,-,55,2,2,38,50.08903255132242,200.6624596537434,0.1133829653321207,0.1163600892285258,50,201,1369,1220,50.17919460122827,200.60472678949503,50.08903255132242,200.6624596537434,302.81791313681737,27.985945276162244,0.0006391471454247,0.0006673503984095,66.70432470326982,-3.1121392170441653,2376,2379,2376,4,59814.05580759785,59814.07664054692,59814.05580759785,0.0208329490706091,40.412865,-4.0162992,1,5.650138062643417,11.303664,6.959668,1,19.57803861445094,0.9826839662659066,0.2993231299428736,0,0.1397542012107244,0.8118049439414416,0.2814685007115381,3.283378444011144,0.5495057147656749,0,,,,4.0,-,1836814408491878784,0.1958271484429588,0.0424263908660123,[15682],-1,4,5,1,TSS 201116.30+275909.40
438,1,-,55,2,2,39,233.20136458716576,80.47739999999995,0.1677398845128305,0.1869813478185548,233,80,1808,1099,233.56492268654657,80.42723658566882,233.20136458716576,80.47739999999995,300.0324455139681,27.4549391166382,0.0009355782602136,0.001042192689656,64.93323987499404,-1.3149574244305129,103,104,103,2,59797.32676497217,59797.33370941371,59797.32676497217,0.0069444415421457,35.79557,-3.8845732,1,5.464572739823408,10.271235,8.177755,1,9.11191049777524,0.8275989484044566,0.4990589835733279,0,0.2801112105943334,0.6401072828093127,0.1871850293783693,4.423339243741286,1.5395439104497055,0,,,,9.0,-,2027423266078991104,0.216110327526394,-0.1896425817367344,[19937],-1,2,47,1,TSS 200007.79+272717.78
699,1,-,55,2,2,40,81.50000000063524,64.53290080857298,0.1116547605850896,0.1136701702306563,82,65,1908,1084,81.46437083169366,64.49189732361869,81.50000000063524,64.53290080857298,299.45047681650834,27.273071448402803,0.0006049943791303,0.0006428491701503,64.50748152296889,-0.969978880273266,260,261,260,2,59798.41704144535,59798.42398587758,59798.41704144535,0.006944432236196,148.90712,-5.4322886,1,11.757213578167072,44.27262878417969,26.25718307495117,1,23.28250458543926,0.991125527067925,0.1259116276072352,0,0.0,0.2449064542705682,0.2119346426098326,2.872379515228308,0.119248531217953,0,,,,0.0,-,2027510952147108224,0.1215247684899623,-0.0807615656729012,[24135],-1,2,8,1,TSS 195748.11+271623.06
699,4,-,55,2,2,40,81.50000000166924,64.5329133068153,0.109879066584706,0.1106777212063476,82,65,1908,1084,81.20611515034,64.52710509914918,81.50000000166924,64.5329133068153,299.4504768518632,27.273071385627443,0.0005939710903093,0.0006273472753844,64.50748148581039,-0.9699789398374226,1224,1233,1224,10,59805.139237778014,59805.20173742199,59805.139237778014,0.062499643972842,545.2254,-6.84144,1,23.076436406535198,151.05239868164062,31.02771377563477,1,81.8891378275878,0.993099685598966,0.0989843860212418,0,0.0,0.7435537857330818,0.1805848356830242,2.783596048051053,0.2965232193576266,0,,,,0.0,-,2027510952147108224,0.1215247674490456,-0.0807740639127132,[24136],-1,10,8,1,TSS 195748.11+271623.06
1196,2,-,55,2,2,40,18.000008739219883,236.75517777774672,0.1139722161506301,0.1172546148698172,18,237,1844,1256,17.881377801766817,236.71407537608772,18.000008739219883,236.75517777774672,300.2788771344078,26.570649451944448,0.0006256892764565,0.000664624826709,64.29686323855512,-1.9672830971161648,2782,2804,2792,23,59816.875197715926,59817.02797242335,59816.94464076628,0.1527747074214858,42.100327,-4.060714,1,5.494707302144089,13.10721206665039,7.923192501068115,1,18.811888998123983,0.984319432929058,0.2186051036515502,1,0.0400202882101324,0.9283869815489326,0.3904693454066633,2.342351071807081,0.7059648359280183,0,,,,9.0,-,1835169573475130496,-0.0912489934676159,0.1201065842055868,[27904],-1,23,2,1,TSS 200106.93+263414.34
1435,1,-,55,2,2,40,151.22035001226607,23.31073306083109,0.1276858617205722,0.1365779088500152,151,23,1977,1042,151.0347808140085,23.262097857781047,151.22035001226607,23.31073306083109,298.9608464687079,27.294679090519715,0.0006951586707482,0.000762459509033,64.29958218730643,-0.5870762894848792,1603,1604,1603,2,59807.771166092185,59807.77811049206,59807.771166092185,0.0069443998727365,44.81016,-4.1284413,1,5.528996177218555,13.12304973602295,10.486339569091797,1,12.775296996327835,0.9646051859063808,0.2994310765037373,1,0.0572854273546146,0.730638322068949,0.1851713665415346,2.654550780974756,0.5307620459510403,0,,,,0.0,-,2027522398239898368,0.1765075415482897,0.343294749194456,[28460],-1,2,1,1,TSS 195550.60+271740.84T59807
1034,1,-,55,2,2,41,97.01523790524092,19.657111283922024,0.1109279524956551,0.1124953293436193,97,20,141,1295,97.11661964471514,19.538014965820103,97.01523790524092,19.657111283922024,310.39940556004655,30.59305375594653,0.0006495533769854,0.0006541415381585,72.665581934331,-7.016452658065937,882,886,883,5,59802.73647223128,59802.76424988522,59802.74341664488,0.0277776539442129,82.22677,-4.787533,1,8.396942929713505,29.69329071044922,13.692889213562012,1,26.594041546733195,0.9876193578989436,0.2197555179794884,0,0.0249142932896505,0.9608310569787998,0.3188227000648019,2.6294305147539903,0.4066789179806315,0,,,,0.0,-,1859361161431018112,0.1099818314439744,-0.075652109123439,[16734],-1,5,1,1,TSS 204135.86+303534.99T59802
1154,1,-,55,2,2,41,247.17670201006516,11.199666713877482,0.1312813307175662,0.1413650763366572,247,11,291,1286,247.2649937010549,11.204253667511209,247.17670201006516,11.199666713877482,309.4405999650274,30.29197767685815,0.0007747470770646,0.0008148745614723,71.92206403794451,-6.538093097885845,1048,1050,1049,3,59803.91702215091,59803.93091096904,59803.92396655986,0.013888818124542,33.691097,-3.818788,1,4.937435205052569,15.30575942993164,8.773003578186035,1,12.14770140437392,0.940362073043915,0.5566239701354877,0,0.0,0.8258796935830806,0.5362514400535379,2.32888898392248,1.078280771552524,0,,,,0.0,-,1862251919244164608,0.1457264989759323,-0.0385769324091143,[16908],-1,3,1,1,TSS 203745.74+301731.12T59803
1025,3,-,55,2,2,43,112.66666666686778,214.75517141128552,0.1829744648912816,0.2051205850747924,113,215,664,1490,112.6111906969136,214.5646211333654,112.66666666686778,214.75517141128552,307.7028139780045,28.323852944838645,0.001084025474704,0.0011779506824622,69.4228903242679,-6.477273559947938,3055,3058,3055,4,59818.79876933528,59818.81960223174,59818.79876933528,0.0208328964581596,41.74599,-4.051537,1,6.1130830236385325,13.660571,10.946282,1,8.472629293610332,0.9341275747951896,0.6909084161859663,1,0.2761152722309247,0.8293240974274656,0.4442083696471249,2.0247708341313704,1.0918496343003794,0,,,,11.0,-,1857160458857134208,-0.1978462083186514,-0.0998837690410709,[20721],-1,4,5,1,TSS 203048.68+281925.87
1232,1,-,55,2,2,44,206.1110959407453,30.80124927059638,0.1100366241402293,0.1109760325436877,206,31,1013,1306,205.91591242073733,30.915348457874916,206.1110959407453,30.80124927059638,305.120806359252,28.44066853150884,0.0006297643212788,0.000643287909409,68.21156384311517,-4.548501148836637,1068,1075,1068,8,59804.05591032753,59804.1045211869,59804.05591032753,0.0486108593686367,127.862854,-5.266861,1,10.311990327939156,37.125118255615234,13.61029815673828,1,42.33230001990821,0.995567839712029,0.1172103561250393,0,0.0447289378111074,0.8429682665093904,0.2540852919728253,2.682639584354968,0.0967952517827731,0,,,,0.0,-,1836338938445522048,0.0558114482591918,-0.3098667372019008,[20208],-1,7,1,1,TSS 202028.99+282626.41T59804
1138,5,-,55,2,2,45,257.7959403826742,248.4095351648483,0.1284598403258152,0.1376153589452413,258,248,1321,1523,257.8254052628177,248.47934699492268,257.7959403826742,248.4095351648483,303.9363713345462,26.531577072740365,0.0007378402971623,0.0007872345531895,66.03391015972907,-4.741955600201754,3480,3482,3480,3,59821.75009507715,59821.7639836657,59821.75009507715,0.0138885885535273,57.990734,-4.4083967,1,6.142395792962968,12.5290785,9.262799,1,12.62800341587575,0.9044194470867436,0.5358844628879088,0,0.0833143614123741,0.8253971027816822,0.3539787383220925,3.765813498036332,1.0309900433148802,0,,,,1.0,-,1835692734850850432,0.2647234712799218,-0.0898998442023639,[23523],-1,3,6,1,TSS 201544.73+263153.68
1722,1,-,55,2,2,45,116.04929748796,42.4774,0.1214090138361147,0.1279949056754427,116,42,1179,1317,115.9562441834081,42.59655416000453,116.04929748796,42.4774,304.18351435098754,27.96271616151008,0.000696157741291,0.0007343432858508,67.35074071391922,-4.1313963780261735,2875,2877,2875,3,59817.548795201226,59817.562683806784,59817.548795201226,0.0138886055574403,33.434643,-3.8104918,1,4.9977358106752,12.408947,6.8775,1,14.358180900341107,0.9714354295314298,0.2323796904878716,0,0.0,0.7929184179497106,0.2487707587351314,2.5913934505309344,1.0628788062517067,0,,,,0.0,-,1836955730103226752,0.1290844303550784,-0.0261762876698412,[25045],-1,3,1,1,TSS 201644.04+275745.78T59817
1129,1,-,55,2,2,47,165.62482666923916,35.573297716343355,0.1098914941900297,0.1107030451305482,166,36,1741,1311,165.29821256904307,35.723176738645016,165.62482666923916,35.573297716343355,300.9958874022163,26.56034887288976,0.000605700602286,0.0006324144935778,64.62813347639828,-2.5166587470904087,2577,2584,2578,8,59815.4516146064,59815.50022478009,59815.45855891709,0.0486101736896671,190.00702,-5.696924,1,13.060556750005968,63.034405,19.949587,1,68.81395230601248,0.9976305553264692,0.0858876717076822,0,0.0276951147188512,0.895595930534316,0.1707444870920659,3.1534977031487768,0.0671120663298428,0,,,,0.0,-,1835133564468222464,0.117737409162828,0.4241884773393849,[16466],-1,8,1,1,TSS 200359.01+263337.26T59815
1185,1,-,55,2,2,47,52.33331339780178,163.53295555587363,0.1130954086484233,0.115919960754855,52,164,1627,1439,52.29781698105715,163.7097545536878,52.33331339780178,163.53295555587363,301.9774877679003,26.19586540817016,0.0006322702933621,0.0006628208459577,64.79149205917089,-3.454511191223773,3209,3216,3210,8,59819.86819114453,59819.91680121786,59819.87513544078,0.0486100733396597,60.16203,-4.448306,1,6.859797459258701,21.592863,8.660057,1,20.01235215738066,0.9667920251560146,0.2438836419780986,0,0.0324665774146276,0.8995613341823778,0.2659194737072952,3.799066057176901,0.198677960886276,0,,,,4.0,-,1834864081033964928,-0.098593478209068,0.3911796472214064,[16540],-1,6,1,1,TSS 200754.60+261145.12T59819
585,6,-,55,2,2,48,201.11110953921764,48.78548195221057,0.132649328987886,0.1431663207041695,201,49,2027,1324,201.2794818496952,48.94442840697454,201.11110953921764,48.78548195221057,299.4900479159392,25.74999942192024,0.0007288760531425,0.0008000397309615,63.22623388197182,-1.7948367446181852,2008,2013,2009,6,59811.50029664744,59811.53501831173,59811.507240980485,0.0347216642912826,83.73354,-4.8072486,1,7.918153612366153,20.312992095947266,7.915487766265869,1,11.941475959399796,0.778012821100887,0.6335586456715866,0,0.0,0.8135972856363926,0.2690664376934648,2.210611507224604,2.391082763671875,0,,,,9.0,-,1834650054238699008,-0.2037830022179605,0.208013919706218,[],-1,6,12,1,TSS 195757.61+254460.00
677,2,VRM,55,2,2,48,211.0636844930219,191.75525260574528,0.1716167977551671,0.1916333510778031,211,192,2037,1467,211.18103336678672,191.96330716470575,211.0636844930219,191.75525260574528,299.837869514945,25.00198380490044,0.0009548472312863,0.0010653028870382,62.75240414955733,-2.45368567345347,2144,2149,2145,6,59812.4447252996,59812.47944692199,59812.45166962426,0.0347216223817667,40.878952,-4.0287495,1,4.387374071893925,13.351271629333496,8.202862739562988,1,8.93199939273563,0.925672754178206,0.4826632675325779,0,0.1615452153120114,0.8482867627784502,0.4429040864435484,3.6453277191857376,0.8008341761715856,0,,,,1.0,-,1834549448920072704,0.1760736568235188,0.1005742644092606,[18257],-1,6,2,1,TSS 195921.09+250007.14
1286,1,-,55,2,2,48,29.66662978956977,46.47739999917979,0.1379514512178989,0.1500574740012022,30,46,1856,1321,29.312558978190527,46.74457344024205,29.66662978956977,46.47739999917979,300.4007965264315,26.20685399195733,0.0007682504123594,0.0008419898365202,64.04528785750364,-2.2520123832981183,1767,1771,1768,5,59808.91004756257,59808.93782515389,59808.91699196057,0.0277775913200457,31.242508,-3.7368646,1,4.551191443154505,10.991783142089844,6.599183082580566,1,11.263057174566235,0.9482462584742346,0.3986331243078009,1,0.1834865666186875,0.8389752491364819,0.2457558867503737,3.6167016670376015,0.2526236137240242,0,,,,0.0,-,1835051444696758912,0.2378297588588793,-0.018725873878111,[20462],-1,5,1,1,TSS 200136.19+261224.67T59808
1322,2,-,55,2,2,48,58.50000595138001,72.64406666697087,0.2221997217729025,0.2505173396302649,59,73,1885,1348,58.66982692478908,72.79164040809162,58.50000595138001,72.64406666697087,300.3186322499418,25.99925995239938,0.0012472468196639,0.0013960532089558,63.82984241749784,-2.298871399565146,3597,3598,3597,2,59822.56257750344,59822.56952179738,59822.56257750344,0.0069442939347936,30.346174,-3.7052598,1,4.35048966581721,10.165254592895508,6.951630592346191,1,7.36077289448289,0.8891714932614632,0.5096765552924872,0,0.0,0.6254487152368078,0.4899971072256822,2.5870068596083726,0.7199288010597229,0,,,,4.0,-,1834994613688552960,0.2258180698645446,0.1372292726027808,[],-1,2,3,1,TSS 200116.47+255957.34
1603,1,-,55,2,2,49,6.021938858874616,193.49941245361828,0.1235347909824426,0.1309390050336557,6,193,50,1724,6.312666342931213,193.48435179070228,6.021938858874616,193.49941245361828,312.0688986398232,28.47385884882657,0.0007326948136204,0.0007630034666359,71.86869873275033,-9.461562847554545,2217,2219,2217,3,59812.9516608831,59812.96554952614,59812.9516608831,0.0138886430358979,38.15974,-3.9540136,1,5.107247797919113,15.673881,9.066789,1,13.724370402263158,0.9725950768927328,0.3317958328022089,0,0.0,0.8089243498187598,0.4663876840461419,3.1904404854260777,0.3112927043852154,0,,,,0.0,-,1857872736227681664,0.2482204986621354,0.0163275519823855,[19412],-1,3,1,1,TSS 204816.54+282825.89T59812
1428,1,-,55,2,2,50,114.60920195854666,158.97734718492612,0.1162357533542454,0.1206164116326345,115,159,410,1690,114.6147092997263,158.69990569088213,114.60920195854666,158.97734718492612,309.76987021654907,27.8480376939354,0.0006842265258529,0.0007039275757041,70.12048021701818,-8.230369275604431,2757,2759,2758,3,59816.701590078985,59816.71547869036,59816.70853438479,0.0138886113709304,33.657177,-3.8176942,1,5.460145351853705,12.714793,9.1483965,1,16.788408020054938,0.9654659107386394,0.4046811153901992,1,0.1731645332849824,0.9039625350495916,0.2631336159487389,2.3459494495438395,0.4733235711115383,0,,,,9.0,-,1857214334921139200,-0.0774854097306843,-0.2472204110781604,[19705],-1,3,1,1,TSS 203904.77+275052.94T59816
843,1,-,55,2,2,51,255.4946424926517,60.19962222163779,0.127158748885261,0.1358690222397523,255,60,806,1591,255.41308253500637,60.25162513624623,255.4946424926517,60.19962222163779,307.1192902436525,27.440017115407645,0.0007448230654237,0.0007854138156003,68.3970829911617,-6.569417265439156,752,755,753,4,59801.83369823577,59801.85453148706,59801.84064265287,0.0208332512847846,34.17044,-3.8341265,1,5.374527993158056,12.948914,7.7864394,1,12.880106034967152,0.9623220901307232,0.6322031559605791,1,0.0811107156065146,0.9100640174630602,0.5001336585915735,2.293961559042161,1.2030527707783465,0,,,,0.0,-,1857001751227569536,0.1323680540519944,-0.0997171312499176,[17752],-1,4,1,1,TSS 202828.63+272624.06T59801
1227,1,-,55,2,2,51,48.91511151549651,97.05242725269522,0.1114464694213233,0.1133370236056721,49,97,600,1628,48.99439220488241,97.2630615509654,48.91511151549651,97.05242725269522,308.4545759412257,27.73634178556436,0.0006509303604938,0.0006620476646733,69.33389737051456,-7.359144185434629,1231,1243,1235,13,59805.18784861247,59805.27118146885,59805.2156262315,0.0833328563821851,42.259205,-4.0648036,1,5.940084339778452,16.701769,13.502964,1,24.030308046627425,0.9228338095702076,1.0006154756330676,1,0.1764209464936097,0.8430864575070658,0.3822006457407957,1.2308050602507314,1.497428235593011,0,,,,0.0,-,1856881045462832768,-0.023170305076519,-0.7508245884985172,[18394],-1,13,1,1,TSS 203349.10+274410.83T59805
1414,1,-,55,2,2,52,177.071581759883,192.82572223720769,0.110893199606091,0.1124381613684929,177,193,984,1724,176.9778617924673,192.7389876791617,177.071581759883,192.82572223720769,306.4267697243781,26.30587911911868,0.0006410460998538,0.0006543798832894,67.1050872224793,-6.714064331108079,1136,1140,1136,5,59804.528130054685,59804.55590768233,59804.528130054685,0.0277776276416261,55.717037,-4.36497,1,6.378642523239208,12.635536,8.745684,1,26.82035159276764,0.9938540136817388,0.1425479275835536,1,0.0436066743264398,0.8808786733803012,0.3236209675458947,3.5882996612904687,0.2908643702313158,0,,,,0.0,-,1832845721282845184,0.1423779130642515,-0.0656311791663029,[20680],-1,5,1,1,TSS 202542.42+261821.16T59804
1013,5,VST,55,2,2,53,133.9999925837891,106.19958813378533,0.1098931497873208,0.1107063605685227,134,106,1197,1637,134.04440732184716,106.37638955544544,133.9999925837891,106.19958813378533,304.956905260071,26.24307765810784,0.0006283979185437,0.0006422688968285,66.30385315226715,-5.662132703841442,2743,2747,2743,5,59816.604369795175,59816.632147019554,59816.604369795175,0.0277772243789513,164.93564,-5.5432863,1,11.883744279708663,38.808990478515625,21.094038009643555,1,67.7057630419237,0.9938811444854456,0.1451354556606096,1,0.0457488741214467,0.9305182532516748,0.2276311341586925,2.7532712360087785,0.7060252617932427,0,,,,0.0,-,1835799421834008576,0.1104095942853291,0.0240024866468502,[26315],-1,5,5,1,TSS 201949.66+261435.08
244,1,-,55,2,2,54,53.55555555576837,150.42184122518103,0.1101466098363051,0.1111729181049917,54,150,1373,1681,53.289227172287895,150.36580888488402,53.55555555576837,150.42184122518103,304.0752595153166,25.57676809575151,0.000625625349987,0.0006424370076955,65.30439287498203,-5.373758350731684,33,39,34,7,59796.840653773324,59796.88232047567,59796.84759822418,0.0416667023455374,140.33478,-5.3679132,1,11.075203818619114,61.21797180175781,22.848751068115234,1,37.30395899007311,0.9961308768420865,0.0928371443922339,0,0.0147803237385398,0.9276150926839394,0.220876868937856,2.692605405391618,0.5380853405017726,0,,,,4.0,-,1835287045103415168,0.1366785245902519,-0.0476090042336636,[12916],-1,7,1,1,TSS 201618.06+253436.37T59796
353,2,-,55,2,2,54,202.23376841486197,29.427292798408693,0.1621323677708419,0.1802025454312302,202,29,1521,1560,202.0083921720809,29.276194875449285,202.23376841486197,29.427292798408693,302.90636968798185,25.835202204229,0.0009307396441307,0.0010198362973537,64.9410521985518,-4.351526453579285,1570,1572,1570,3,59807.542000894486,59807.55588969445,59807.542000894486,0.0138887999637518,31.08859,-3.7315025,1,4.363370505113989,11.154622077941896,6.476911544799805,1,9.398722071761169,0.9236624012604904,0.5518160082919525,0,0.0,0.652934772000968,0.63822689371165,3.309799787730185,0.438425213098526,0,,,,0.0,-,1835578110759455232,0.2366128900137027,-0.0703432243528823,[],-1,3,4,1,TSS 201137.53+255006.73
353,4,-,55,2,2,54,202.3333333339392,29.45767097445053,0.1157645573959251,0.1199250093002189,202,29,1521,1560,201.84176631369283,29.601231406135668,202.3333333339392,29.45767097445053,302.9058967921443,25.834793829567385,0.0006543875547689,0.0006868776403915,64.94047618493519,-4.3513921025818005,3014,3017,3015,4,59818.51405306602,59818.53488596481,59818.52099736554,0.0208328987864661,46.60425,-4.171064,1,5.677642968649664,18.27353858947754,8.721627235412598,1,17.127585037385895,0.9687930700178978,0.2508085680780885,0,0.0,0.813021768399906,0.3127640128465176,3.1886532532825864,1.148403121499849,0,,,,0.0,-,1835578110759455232,0.1370479709744358,-0.1007214003680019,[15806],-1,4,4,1,TSS 201137.42+255005.26
474,1,-,55,2,2,54,177.08735822768443,8.154257892745258,0.1268289958239424,0.1354245624220742,177,8,1496,1539,177.11820532620024,8.474107671290373,177.08735822768443,8.154257892745258,302.98844807888486,26.008921195874542,0.0007221357126397,0.0007719333238694,65.1274584087641,-4.318678264830278,339,341,340,3,59798.96565147465,59798.97954033329,59798.97259590409,0.013888858637074,34.32003,-3.838869,1,5.145512471892364,13.272137641906738,9.668892860412598,1,12.94765638767132,0.960473911426231,0.3980917550035148,1,0.1615274649227246,0.9003581494999094,0.1388809561102072,2.6040279324692643,0.1723194676719716,0,,,,4.0,-,1835605048795469312,0.2162429023196637,-0.1017607813605536,[17692],-1,3,2,1,TSS 201157.23+260032.12
474,2,-,55,2,2,54,176.97143529536086,8.022877634529204,0.1305700196900879,0.1404243010278343,177,8,1496,1539,176.8245766881456,8.336738550575564,176.97143529536086,8.022877634529204,302.9887353063852,26.00989508622706,0.0007446027360994,0.0007994535106297,65.12841811537633,-4.318363172443893,2326,2328,2326,3,59813.70859173607,59813.72248037189,59813.70859173607,0.0138886358254239,34.25207,-3.8367171,1,5.060074868833805,13.319501876831056,8.858173370361328,1,12.261287789480686,0.944625628088916,0.4406156421906474,0,0.0869596712376449,0.8270797204146315,0.283794931460881,2.7329570491516924,0.3303865274833109,0,,,,5.0,-,1835605048795469312,0.3321658346164895,0.0296194768711757,[17693],-1,3,2,1,TSS 201157.30+260035.62
697,1,-,55,2,2,54,134.22222184152574,229.61899001088267,0.1153341159717662,0.1192898238707828,134,230,1453,1761,134.34911384360367,229.5098135190831,134.22222184152574,229.61899001088267,303.8365151128694,24.963093892963133,0.0006566758904708,0.000685088703082,64.67056347017919,-5.532174752715107,612,614,612,3,59800.86147955335,59800.87536839569,59800.86147955335,0.0138888423389289,55.74126,-4.3654423,1,4.411835111274394,18.73311233520508,11.0963134765625,1,17.468057073263466,0.9641169855064224,0.2881756351014202,0,0.0,0.806167192543092,0.394001982508062,2.3871178062788583,0.0605825018222088,0,,,,0.0,-,1835231695873898112,0.1705825044423363,-0.0067603914203573,[19624],-1,3,1,1,TSS 201520.76+245747.14T59800
77,50,-,55,2,2,56,15.777789331113588,253.19959268069144,0.1103839247435724,0.1115850635187263,16,253,1842,1784,15.65671336104518,252.96846106672783,15.777789331113588,253.19959268069144,301.7621143957638,23.87614840182479,0.0006125954603128,0.0006359715210132,62.724927033039066,-4.535865589111859,2510,2522,2511,13,59814.98634573222,59815.06967748033,59814.993290044775,0.0833317481083213,101.90646,-5.0205045,1,8.64610637521416,24.513233,7.279576,1,31.92385708300525,0.9828129865126012,0.1902827780418025,0,0.1258295070336162,0.8253974936613573,0.32606519605177,5.093623682024438,1.5156740918593272,0,,,,8.0,-,1833617127457290368,0.1768494909701985,0.0089436230282444,[],-1,10,95,1,TSS 200702.91+235234.13
345,2,-,55,2,2,57,97.253101608734,249.82653238491605,0.1244315478148168,0.1321687147801915,97,250,141,2032,97.17172905165675,249.6565529784881,97.253101608734,249.82653238491605,312.27125517339465,26.597315806449657,0.0007392407697211,0.0007717014974202,70.47818262131081,-10.757608855575247,746,753,747,8,59801.79203173226,59801.84064265287,59801.79897614959,0.0486109206103719,28.567093,-3.6396651,1,4.741497993527245,13.117332458496094,5.004032135009766,1,13.492060572567953,0.9749980338185562,0.5592577108317234,1,0.1817588057736003,0.7596583611614014,0.2873562920184451,1.8182500327107307,0.3573883126067875,0,,,,0.0,-,1844140999929417984,0.1530963927079938,-0.0306973487804498,[10638],-1,5,3,1,TSS 204905.10+263550.34
1198,1,-,55,2,2,59,219.24786274069837,110.0638787945642,0.1149713463152592,0.1187516643280357,219,110,770,1892,219.03350572739967,110.00772209629942,219.24786274069837,110.0638787945642,308.13027685766536,25.91898249849829,0.000672559476299,0.0006917920963728,67.67517368725102,-8.18712387090764,1167,1176,1168,10,59804.74340665894,59804.80590631409,59804.75035106509,0.0624996551487129,62.838913,-4.495572,1,7.001133541431545,22.50080108642578,7.54384708404541,1,17.781812624538208,0.979287193928881,0.2879953699588132,0,0.0,0.4580621678201924,0.3673827572905886,3.079187980111951,0.6844228022012636,0,,,,4.0,-,1855854616997984896,0.1011626833607124,0.0722753191282663,[16997],-1,9,1,1,TSS 203231.27+255508.34T59804
669,1,-,55,2,2,60,191.44444444437107,69.19960936959991,0.1465570560054937,0.1609909752628403,191,69,998,1851,191.95610372180585,69.60443258085319,191.44444444437107,69.19960936959991,306.68250401874803,25.59444787049125,0.0008612192066073,0.000925563479823,66.64876543348863,-7.308946956692971,307,309,307,3,59798.74342971733,59798.757318578064,59798.74342971733,0.0138888607325498,30.307838,-3.7038875,1,4.96724698135737,12.018585,8.971807,1,10.434935363156084,0.8606296974398183,0.5028724818131276,1,0.0392947926454129,0.7820247548559847,0.4263377698323932,3.5448626141088617,1.0172550292154658,0,,,,9.0,-,1832521468431949184,0.2736718332021155,0.0087469809986941,[22410],-1,3,1,1,TSS 202643.80+253540.01T59798
495,1,-,55,2,2,61,219.50004254902504,107.47740000000006,0.2121856594109541,0.2390670879234585,220,107,1283,1889,219.30349892305367,107.18699169579033,219.50004254902504,107.47740000000006,305.1497110281627,24.705534839750477,0.0012418925579506,0.0013608050447667,65.11997466774686,-6.6666037706111165,243,247,243,5,59798.29898609231,59798.32676382333,59798.29898609231,0.0277777310184319,33.49522,-3.812457,1,5.114642143598216,11.893726,6.071016,1,7.595684080813874,0.8287837940097963,0.8217671196182291,0,0.3550030071707482,0.6972309778848684,0.2924737721353586,2.490004214353648,1.1715382177978728,0,,,,0.0,-,1832262632208669184,1.0654394018731637,0.3801697284861802,[17898],-1,5,1,1,TSS 202035.93+244219.93T59798
1296,1,-,55,2,2,61,164.44851182086268,249.052858720342,0.1104168871717596,0.111641361692269,164,249,1227,2031,164.37597497964848,249.01362802921173,164.44851182086268,249.052858720342,305.8416207181264,24.09100861042033,0.0006349452503618,0.0006471036582197,64.96361293340219,-7.53298188500458,1007,1016,1008,10,59803.6323013573,59803.69480104737,59803.63924576741,0.0624996900733094,97.78476,-4.975678,1,9.03627475155178,39.32288,11.763893,1,31.427061895112487,0.992245645942293,0.1455193719340482,0,0.0431734905080719,0.9138466594635228,0.2449762049604746,2.0342321264223395,0.2771533241736263,0,,,,0.0,-,1831981848737183616,0.1422710227627703,-0.0846357698546853,[22326],-1,8,1,1,TSS 202321.99+240527.63T59803
645,3,-,55,2,2,62,113.55555555565788,105.0885172679332,0.1102886792682026,0.111421234754186,114,105,1433,1887,113.39183769914686,105.13281042220883,113.55555555565788,105.0885172679332,304.2956707799487,24.352450705420893,0.0006270643935784,0.0006428411173051,64.38992823784817,-6.217069905753952,2384,2392,2384,9,59814.11136212833,59814.16691665671,59814.11136212833,0.0555545283787068,123.0777,-5.2254486,1,10.239187279211592,41.71384811401367,12.99505615234375,1,33.61601891160312,0.994878661309466,0.1665142621947768,0,0.059383125208165,0.736070633058397,0.2509503736694456,2.2943763530431465,0.6529146199111584,0,,,,1.0,-,1832145057497151872,0.1514030585733508,0.0208650848860543,[19484],-1,9,3,1,TSS 201710.96+242108.82
